Date,Name,Current Price,Previous,Price Change,Change %,Latest Vol,Prev Vol,Vol Change %
12/8/20,Oswal Agro Mills Ltd.,11.25,10.8,0.45,4.17,253000,186000,0.3615
12/8/20,Panama Petrochem,93,81.5,11.5,14.11,1062000,101000,9.4734
12/8/20,Patel Engineering Ltd.,15.55,14.05,1.5,10.68,3779000,1287000,1.9348
12/8/20,Patspin India,5.75,5.25,0.5,9.52,37412,14242,1.6269
12/8/20,Pennar Industries Ltd.,22.05,21.1,0.95,4.5,552000,303000,0.823
12/8/20,Phoenix Mills Ltd.,756.25,733.05,23.2,3.16,283000,185000,0.5294
12/8/20,Pitti Engineering Ltd.,52.6,51.8,0.8,1.54,281000,206000,0.3609
12/8/20,PNB Gilts Ltd.,45.85,43.35,2.5,5.77,6824000,674000,9.1161
12/8/20,Prakash Industries Ltd.,55.55,54.95,0.6,1.09,2008000,1569000,0.2797
12/8/20,Prakash Steelage,1.05,0.9,0.15,16.67,1364000,1006000,0.3565
12/8/20,Praxis Home Retail Ltd.,39.15,37.6,1.55,4.12,53807,12667,3.2478
12/8/20,Prime Securities Ltd.,51.8,50.65,1.15,2.27,214000,116000,0.8468
12/8/20,Prince Pipes & Fittings Ltd.,275.35,269.5,5.85,2.17,352000,164000,1.1511
12/8/20,Prism Johnson Ltd.,89.2,87.6,1.6,1.83,870000,586000,0.4847
12/8/20,Prolife Industries Ltd.,52.6,50.1,2.5,4.99,12000,3000,3
12/8/20,Proseed India Ltd.,0.45,0.4,0.05,12.5,246000,188000,0.3058
12/8/20,PTC India Financial Services Ltd.,23,21.8,1.2,5.5,16001000,7519000,1.1279
12/8/20,Punjab & Sind Bank,15.25,14.1,1.15,8.16,3242000,1339000,1.421
12/8/20,Punjab National Bank,40.6,35.75,4.85,13.57,227 M,82840000,1.7439
12/8/20,PVR Limited,1387.2,1346.55,40.65,3.02,2412000,912000,1.6441
12/8/20,R Systems International Ltd.,119.9,116,3.9,3.36,95065,42006,1.2631
12/8/20,Rain Industries Ltd.,138.1,134.7,3.4,2.52,7117000,5808000,0.2254
12/8/20,Raj Rayon Industries Ltd.,0.2,0.15,0.05,33.33,688000,533000,0.2899
12/8/20,Rajdarshan Industries Ltd.,11.3,10.65,0.65,6.1,4414,431,9.2413
12/8/20,Rajshree Polypack Ltd.,97,92.5,4.5,4.86,4000,1000,3
12/8/20,Ramco Industries Ltd.,219.35,216.1,3.25,1.5,72476,32803,1.2094
12/8/20,Rana Sugars,7,6.4,0.6,9.37,1211000,318000,2.8071
12/8/20,RattanIndia Infrastructure Ltd.,6.8,6.6,0.2,3.03,752000,223000,2.3665
12/8/20,Reliance Capital Ltd.,10.9,10.4,0.5,4.81,1730000,707000,1.4443
12/8/20,Reliance Home Finance Ltd.,2.5,2.3,0.2,8.7,4063000,1282000,2.169
12/8/20,Reliance Industrial Infrastructure Ltd.,415.6,401.5,14.1,3.51,1302000,325000,2.9992
12/8/20,Reliance Industries Ltd.,1993.75,1958.2,35.55,1.82,20030000,8418000,1.3793
12/8/20,Reliance Infrastructure Ltd.,27.55,25.05,2.5,9.98,24172000,1028000,22.5129
12/8/20,Ruchira Papers,71.5,67.55,3.95,5.85,993000,747000,0.3282
12/8/20,S P Apparels,147.05,144.5,2.55,1.76,40523,22603,0.7928
12/8/20,SAB Events & Governance Now Media Ltd.,1.45,1.4,0.05,3.57,10819,1213,7.9192
12/8/20,Sagardeep Alloys Ltd.,40.1,39.05,1.05,2.69,27341,19254,0.42
12/8/20,Sanginita Chemicals Ltd.,25.65,24.45,1.2,4.91,825000,79800,9.34
12/8/20,SBI Cards & Payment Services Ltd.,855.65,846.9,8.75,1.03,1475000,1040000,0.4177
12/8/20,Selan Exploration Technology Ltd.,130.2,127.8,2.4,1.88,62324,41145,0.5147
12/8/20,Seshasayee Paper and Boards,163.45,145.6,17.85,12.26,1427000,109000,12.0854
12/8/20,Setubandhan Infrastructure Ltd.,0.9,0.75,0.15,20,853000,293000,1.9032
12/8/20,Sezal Glass,2.2,2.1,0.1,4.76,50302,6253,7.0445
12/8/20,SGBNOV26 Ltd.,4800,4751.88,48.12,1.01,48,12,3
12/8/20,Shakti Pumps (India),296.8,291.45,5.35,1.84,186000,52208,2.5794
12/8/20,Shree Tirupati Balajee FIBC Ltd.,27.35,26.05,1.3,4.99,24000,3000,7
12/8/20,Shreyans Industries,90.1,87.8,2.3,2.62,235000,99645,1.3657
12/8/20,Shubhlaxmi Jewel Art Ltd.,13.75,13.15,0.6,4.56,10000,4000,1.5
12/8/20,Shyam Century Ferrous Ltd.,5.4,4.95,0.45,9.09,170000,140000,0.2151
12/8/20,Silver Touch Technologies Ltd.,100,91.5,8.5,9.29,2000,1000,1
12/8/20,Simbhaoli Sugars Ltd.,6.8,6.35,0.45,7.09,72255,40277,0.794
12/8/20,Siyaram Silk Mills,184.5,181.7,2.8,1.54,413000,340000,0.2143
12/8/20,SJVN Ltd.,25.05,24.55,0.5,2.04,3440000,2096000,0.6408
12/8/20,SKS Textiles Ltd.,24.95,23.8,1.15,4.83,7000,1000,6
12/8/20,Soma Textiles and Industries,3.45,3.25,0.2,6.15,55362,16554,2.3443
12/8/20,Somany Ceramics,309.5,306,3.5,1.14,146000,111000,0.3191
12/8/20,Somany Home Innovation Ltd.,143.35,138.25,5.1,3.69,471000,366000,0.2882
12/8/20,Somi Conveyor Beltings,28.05,25.3,2.75,10.87,143000,59006,1.4385
12/8/20,SORIL Infra Resources Ltd.,114.9,99.6,15.3,15.36,813000,415000,0.9572
12/8/20,South Indian Bank Ltd.,9.55,8.95,0.6,6.7,95235000,23069000,3.1281
12/8/20,South West Pinnacle Exploration Ltd.,37.3,35.55,1.75,4.92,58457,50461,0.1585
12/8/20,Sovereign Gold Bonds 2.50% Mar 2025 Tr-VII Ltd.,4831.05,4730.04,101.01,2.14,314,132,1.3788
12/8/20,Sovereign Gold Bonds 2.50% MAY 2025 Sr-I 2017-18 Ltd.,4772.95,4713.74,59.21,1.26,131,90,0.4556
12/8/20,Sovereign Gold Bonds 2.75% FEB 2024 Tr-II Ltd.,4875.7,4817.4,58.3,1.21,78,52,0.5
12/8/20,Sovereign Gold Bonds 2.75% MAR 2024 Tr-III Ltd.,4899.07,4816.52,82.55,1.71,45,10,3.5
12/8/20,Sovereign Gold Bonds 2.75% NOV 2023 Tr-I Ltd.,4950,4899.89,50.11,1.02,202,111,0.8198
12/8/20,Sovereign Gold Bonds 2.75% Sep 2024 Tr-V Ltd.,4868.83,4800,68.83,1.43,187,109,0.7156
12/8/20,SPL Industries,33.1,32.25,0.85,2.64,146000,49147,1.9767
12/8/20,Splendid Metal Products Ltd.,0.25,0.2,0.05,25,26347,3620,6.2782
12/8/20,Standard Industries Ltd.,9.45,9,0.45,5,51219,23968,1.137
12/8/20,Strides Arcolab Ltd.,858.1,825.15,32.95,3.99,2247000,1748000,0.2855
12/8/20,Subex Ltd.,16.95,16.35,0.6,3.67,15329000,11657000,0.315
12/8/20,Subros,310.5,302.05,8.45,2.8,137000,82167,0.6693
12/8/20,Sumit Woods Ltd.,13.2,11,2.2,20,251000,191000,0.3121
12/8/20,Sunflag Iron & Steel Company Ltd,60.9,60.25,0.65,1.08,955000,371000,1.572
12/8/20,Suprajit Engineering,200.9,197.5,3.4,1.72,275000,181000,0.5132
12/8/20,Surya Roshni Ltd.,316.5,292.75,23.75,8.11,781000,628000,0.2418
12/8/20,SUVEN LIFE SCIENCES LTD,73.75,62.8,10.95,17.44,6398000,4703000,0.3603
12/8/20,Syncom Healthcare Ltd.,1.95,1.9,0.05,2.63,49967,36230,0.3792
12/8/20,Tamilnadu Telecommunications,1.5,1.45,0.05,3.45,7094,140,49.6714
12/8/20,Tanla Platforms Ltd.,820.85,781.8,39.05,4.99,1130000,603000,0.8737
12/8/20,Tarmat,51.6,48.6,3,6.17,278000,182000,0.5307
12/8/20,Tata Consultancy Services Ltd.,2797.3,2737.7,59.6,2.18,4277000,1996000,1.1428
12/8/20,TCI Express Ltd.,906.55,877.8,28.75,3.28,79945,19169,3.1705
12/8/20,TCPL Packaging Ltd.,423.15,384.45,38.7,10.07,94257,16807,4.6082
12/8/20,TD Power Systems,130.15,127.8,2.35,1.84,100000,58040,0.7363
12/8/20,Tera Software Ltd.,32.05,30.4,1.65,5.43,136000,40048,2.417
12/8/20,TGB Banquets and Hotels,6.05,5.55,0.5,9.01,79757,58996,0.3519
12/8/20,Thangamayil Jewellery,511.45,470.35,41.1,8.74,221000,53448,3.1454
12/8/20,The Mandhana Retail Ventures Ltd.,12.3,11.75,0.55,4.68,206000,152000,0.3547
12/8/20,Thomas Scott India,6.05,5.8,0.25,4.31,2464,500,3.928
12/8/20,Tijaria Polypipes,7.55,7.4,0.15,2.03,20952,4614,3.541
12/8/20,TTK Healthcare Ltd.,528.95,503.5,25.45,5.05,10776,8081,0.3335
12/8/20,TV Vision Ltd.,1.65,1.5,0.15,10,13829,3089,3.4769
12/8/20,TVS Srichakra,1710.95,1614.5,96.45,5.97,103000,7004,13.7567
12/8/20,UCO Bank,13.85,13.15,0.7,5.32,11457000,4157000,1.7557
12/8/20,Ultra Wiring Connectivity Systems Ltd.,26.1,25.7,0.4,1.56,8000,4000,1
12/8/20,UltraTech Cement Ltd.,5217.75,5056.5,161.25,3.19,1652000,910000,0.8146
12/8/20,Union Bank of India,33.85,31.3,2.55,8.15,33110000,8100000,3.0876
12/8/20,Uniply Industries,3.55,3.45,0.1,2.9,1346000,429000,2.1382
12/8/20,United Breweries Ltd.,1112.65,1094.75,17.9,1.64,1865000,603000,2.0912
12/8/20,Urja Global Ltd.,4.5,4.3,0.2,4.65,674000,542000,0.2418
12/8/20,Ushanti Colour Chem Ltd.,34,30,4,13.33,8000,2000,3
12/8/20,UTI Asset Management Company Ltd.,555,546.95,8.05,1.47,1055000,412000,1.5596
12/8/20,V2 Retail,92.8,88.4,4.4,4.98,365000,8589,41.5123
12/8/20,Vadivarhe Speciality Chemicals Ltd.,8.85,8.45,0.4,4.73,24000,3000,7
12/8/20,Vaishali Pharma Ltd.,35.15,34.2,0.95,2.78,36020,24054,0.4975
12/8/20,Vardhman Special Steels,110.95,109.55,1.4,1.28,79200,52261,0.5155
12/8/20,Varun Beverages Ltd.,885.3,860.15,25.15,2.92,690000,230000,1.995
12/8/20,Vedanta Ltd,136.25,132.05,4.2,3.18,41355000,24937000,0.6584
12/8/20,Venky's (India) Ltd.,1730.55,1674.5,56.05,3.35,314000,76414,3.1209
12/8/20,Viji Finance,0.7,0.6,0.1,16.67,1184000,633000,0.8701
12/8/20,Vimta Labs,173.15,165.2,7.95,4.81,172000,125000,0.374
12/8/20,Vinati Organics,1163,1143.65,19.35,1.69,105000,81519,0.298
12/8/20,VIP Clothing Ltd.,12.65,12.15,0.5,4.12,133000,35822,2.7331
12/8/20,Vipul Ltd.,17.3,16.65,0.65,3.9,29020,24674,0.1761
12/8/20,V-Mart Retail,2214.9,2186.25,28.65,1.31,52853,5468,8.6659
12/8/20,VRL Logistics Ltd.,194.35,191.95,2.4,1.25,717000,598000,0.1992
12/8/20,Weizmann,41.15,34.3,6.85,19.97,69237,21671,2.1949
12/8/20,Welspun Investments and Commercials,353.1,294.25,58.85,20,3638,417,7.7242
12/8/20,Windsor Machines,19.7,18.05,1.65,9.14,246000,141000,0.7502
12/8/20,Wipro Ltd.,363.7,358.45,5.25,1.46,11813000,8392000,0.4076
12/8/20,Wockhardt Ltd.,486.5,442.3,44.2,9.99,2464000,762000,2.2311
12/8/20,WS Industries,3.4,3.25,0.15,4.62,11701,5888,0.9873
12/8/20,Xelpmoc Design and Tech Ltd.,291.75,267.2,24.55,9.19,150000,100000,0.4991
12/8/20,Yes Bank Ltd.,17.3,15.75,1.55,9.84,562 M,193 M,1.9121
12/8/20,Zee Media Corporation Ltd.,5.65,5.55,0.1,1.8,5988000,2418000,1.4763
12/8/20,Zen Technologies,85.75,78.95,6.8,8.61,1712000,296000,4.7758
12/8/20,Zensar Technolgies Ltd.,231.4,218.8,12.6,5.76,590000,56110,9.5248
12/8/20,Zicom Electronic Security Systems,2,1.95,0.05,2.56,70001,34795,1.0118
12/8/20,Zuari Global,63.85,59.65,4.2,7.04,539000,241000,1.2343
12/9/20,Aakash Exploration Services Ltd.,55.25,54.7,0.55,1.01,72644,53528,0.3571
12/9/20,ABSLBANETF Ltd.,304.72,301.09,3.63,1.21,396,40,8.9
12/9/20,Accelya Solutions India Ltd.,954.4,892.3,62.1,6.96,15069,6852,1.1992
12/9/20,Accuracy Shipping Ltd.,28.4,27.05,1.35,4.99,75200,4800,14.6667
12/9/20,Aditya Birla Capital Ltd.,96.25,92.85,3.4,3.66,7641000,5405000,0.4138
12/9/20,Aditya Birla Fashion and Retail Ltd.,161.25,159.65,1.6,1,1760000,1481000,0.188
12/9/20,Aditya Birla Money,45.55,43.6,1.95,4.47,1479000,316000,3.6704
12/9/20,Advanced Enzyme Technologies,346.05,342.2,3.85,1.13,281000,132000,1.119
12/9/20,AGC Networks,608,597.45,10.55,1.77,10431,7288,0.4313
12/9/20,Agro Phos India Ltd.,15.8,15.05,0.75,4.98,278000,140000,0.9817
12/9/20,Airo Lam Ltd.,28.45,27.55,0.9,3.27,9000,6000,0.5
12/9/20,Ajmera Realty & Infra India Ltd.,119.05,117.8,1.25,1.06,301000,188000,0.6033
12/9/20,Aksh Optifibre Ltd.,7.95,7.8,0.15,1.92,976000,673000,0.45
12/9/20,AksharChem (India) Ltd.,238.1,232.95,5.15,2.21,68115,58187,0.1706
12/9/20,Alkali Metals Ltd.,51.75,48.15,3.6,7.48,175000,20133,7.7199
12/9/20,Almondz Global Securities,16.8,16.4,0.4,2.44,13060,3470,2.7637
12/9/20,AMJ Land Holdings Ltd,25.1,24.65,0.45,1.83,34980,30050,0.1641
12/9/20,Andhra Sugars Ltd.,310.15,298.9,11.25,3.76,117000,43502,1.7002
12/9/20,Ankit Metal and Power,1.2,1.1,0.1,9.09,209000,157000,0.3269
12/9/20,APL Apollo Tubes Ltd.,3801.35,3750.3,51.05,1.36,154000,132000,0.1674
12/9/20,Apollo Micro Systems Ltd.,131.5,123.95,7.55,6.09,1950000,191000,9.2025
12/9/20,Aptech Ltd.,128.6,125.45,3.15,2.51,1084000,347000,2.1152
12/9/20,Aries Agro,111.55,106.15,5.4,5.09,1091000,680000,0.6031
12/9/20,Astec Lifesciences Ltd.,1057.1,1028.8,28.3,2.75,149000,128000,0.1685
12/9/20,Atlas Cycle Industries,43.4,41.55,1.85,4.45,26100,17655,0.4783
12/9/20,Atul Auto Ltd.,196.65,185.3,11.35,6.13,1842000,544000,2.3816
12/9/20,Aurionpro Solutions Ltd.,83.3,81.6,1.7,2.08,59556,35175,0.6931
12/9/20,Avadh Sugar & Energy Ltd.,218.8,198,20.8,10.51,612000,43043,13.2245
12/9/20,AVG Logistics Ltd.,57.8,55.5,2.3,4.14,4800,1200,3
12/9/20,Axis Bank Ltd.,634.2,620.65,13.55,2.18,22000000,16005000,0.3746
12/9/20,B.C. Power Controls Ltd.,7.8,6.5,1.3,20,4627000,969000,3.7747
12/9/20,Bafna Pharmaceuticals Ltd.,170.4,162.3,8.1,4.99,5087,2023,1.5146
12/9/20,Bajaj Hindusthan Sugar Ltd.,6.05,5.75,0.3,5.22,9464000,5980000,0.5827
12/9/20,Balrampur Chini Mills Ltd.,166.15,162.2,3.95,2.44,1802000,1253000,0.4381
12/9/20,Banco Products (India) Ltd.,138.25,127.9,10.35,8.09,715000,313000,1.283
12/9/20,Banswara Syntex,97.6,92.55,5.05,5.46,36683,26222,0.3989
12/9/20,BEML Ltd.,748.95,732.45,16.5,2.25,1110000,319000,2.4731
12/9/20,BF Investment,313.3,290.3,23,7.92,552000,37406,13.7609
12/9/20,BF Utilities Ltd.,305.25,267.2,38.05,14.24,3417000,334000,9.2264
12/9/20,Bhageria Industries Ltd.,150.1,142.45,7.65,5.37,399000,145000,1.7528
12/9/20,Bharat Bijlee Ltd.,928.3,867.2,61.1,7.05,131000,13978,8.4033
12/9/20,Bharat Electronics Ltd.,116.95,113.15,3.8,3.36,49168000,12214000,3.0255
12/9/20,Bharat Petroleum Corporation Ltd.,395.15,390.45,4.7,1.2,8412000,5730000,0.4679
12/9/20,Birla Cable Ltd.,58.8,55.75,3.05,5.47,300000,128000,1.3434
12/9/20,Birla Corporation Ltd.,769.1,759.05,10.05,1.32,225000,187000,0.2068
12/9/20,Bodal Chemicals Ltd.,79.2,74.8,4.4,5.88,4435000,1199000,2.6982
12/9/20,Bombay Burmah Trading Corporation Ltd.,1369.65,1329.85,39.8,2.99,278000,112000,1.4739
12/9/20,Bombay Rayon Fashions Ltd.,11.25,10.45,0.8,7.66,175000,113000,0.5479
12/9/20,BSE Ltd.,621.45,561.95,59.5,10.59,3568000,181000,18.6354
12/9/20,BSEL Infrastructure Realty,1,0.95,0.05,5.26,268000,188000,0.4262
12/9/20,Burnpur Cement,2.3,2.1,0.2,9.52,26287,19129,0.3742
12/9/20,C & C Constructions,4.65,4.45,0.2,4.49,4940,2414,1.0464
12/9/20,Cadsys (India) Ltd.,23.65,22.55,1.1,4.88,10000,2000,4
12/9/20,Caplin Point Laboratories Ltd.,518.85,507.4,11.45,2.26,352000,224000,0.5695
12/9/20,Carborundum Universal Ltd.,373.4,365.35,8.05,2.2,551000,196000,1.8133
12/9/20,Ceat Ltd.,1157.1,1144.15,12.95,1.13,359000,81042,3.4387
12/9/20,Centum Electronics,339.65,322.05,17.6,5.46,19280,8789,1.1937
12/9/20,CESC Ltd.,630.45,621.2,9.25,1.49,514000,209000,1.4511
12/9/20,Cimmco,21.8,21.35,0.45,2.11,51580,9858,4.2323
12/9/20,CKP Leisure Ltd.,2.95,2.85,0.1,3.51,16000,12000,0.3333
12/9/20,CL Educate Ltd.,65.7,64.95,0.75,1.15,29073,24148,0.204
12/9/20,Coforge Ltd.,2507.6,2477.45,30.15,1.22,746000,394000,0.8907
12/9/20,Consolidated Construction,0.35,0.3,0.05,16.67,41558,17306,1.4014
12/9/20,Consolidated Finvest & Holdings Ltd.,39.15,38.4,0.75,1.95,3102,1615,0.9207
12/9/20,Country Club Hospitality & Holidays,5.75,5.25,0.5,9.52,188000,108000,0.7389
12/9/20,Country Condos,3.2,3.05,0.15,4.92,32743,7933,3.1274
12/9/20,Crest Ventures,96.4,94.6,1.8,1.9,27824,15794,0.7617
12/9/20,CSB Bank Ltd.,232.3,224.7,7.6,3.38,942000,283000,2.3204
12/9/20,Cummins India Ltd.,590.75,559.95,30.8,5.5,3543000,881000,3.0186
12/9/20,D P Wires Ltd.,90.1,87.65,2.45,2.8,7834,1682,3.6576
12/9/20,Dalmia Bharat Sugar and Industries,152.75,135,17.75,13.15,3016000,203000,13.8412
12/9/20,Datamatics Global Services Ltd.,102.2,88.65,13.55,15.28,1259000,560000,1.2463
12/9/20,DCM,32.25,26.9,5.35,19.89,471000,368000,0.2792
12/9/20,DCM Financial Services Ltd.,1.4,1.3,0.1,7.69,14758,7370,1.0024
12/9/20,DCM Nouvelle Ltd.,34.9,31.05,3.85,12.4,79351,60510,0.3114
12/9/20,Deep Energy Resources Ltd.,45.15,41.4,3.75,9.06,426000,52745,7.0914
12/9/20,Delta Manufacturing Ltd.,27.4,26.1,1.3,4.98,14944,5285,1.8276
12/9/20,Dewan Housing Finance Corporation Ltd.,37.9,36.1,1.8,4.99,4340000,713000,5.0848
12/9/20,Dhampur Sugar Mills Ltd.,164.95,158.6,6.35,4,1334000,584000,1.2821
12/9/20,Digicontent Ltd.,12.85,12.3,0.55,4.47,63694,45386,0.4034
12/9/20,Digjam,3.3,3.15,0.15,4.76,33791,22514,0.5009
12/9/20,Dish TV India Limited,13.2,11.2,2,17.86,74805000,15352000,3.8727
12/9/20,DLF Ltd.,212.2,206.5,5.7,2.76,12745000,10544000,0.2087
12/9/20,D-Link (India) Ltd.,123.95,111.65,12.3,11.02,4075000,487000,7.3543
12/9/20,DQ Entertainment International,1.45,1.35,0.1,7.41,121000,38070,2.1969
12/9/20,Dredging Corporation of India Ltd.,288.25,280.9,7.35,2.62,201000,88784,1.2681
12/9/20,DRS Dilip Roadlines Ltd.,74.9,69.1,5.8,8.39,6400,1600,3
12/9/20,Dwarikesh Sugar Industrial Ltd.,31.15,29.35,1.8,6.13,4868000,961000,4.0606
12/9/20,E2E Networks Ltd.,38.55,36.75,1.8,4.9,12000,6000,1
12/9/20,Easun Reyrolle,2.1,2,0.1,5,17663,727,23.2957
12/9/20,eClerx Services Ltd.,817.35,774.5,42.85,5.53,329000,221000,0.4902
12/9/20,Edelweiss Nifty Exchange Traded Scheme,16900,16550,350,2.11,13,3,3.3333
12/9/20,Eimco Elecon (India),343.1,339.65,3.45,1.02,4941,3407,0.4502
12/9/20,Electrotherm (India),117.15,109.4,7.75,7.08,477000,38566,11.373
12/9/20,Elgi Equipments Ltd.,147.9,135.45,12.45,9.19,677000,75996,7.9137
12/9/20,Energy Development Company Ltd.,9.1,8.3,0.8,9.64,178000,119000,0.4993
12/9/20,Entertainment Network India Ltd.,163.7,160.9,2.8,1.74,234000,27947,7.3859
12/9/20,Eveready Industries,195.65,182.9,12.75,6.97,3291000,567000,4.7969
12/9/20,Everest Industries Ltd.,288.05,282.15,5.9,2.09,89861,58281,0.5419
12/9/20,FCS Software Solutions Ltd.,0.6,0.5,0.1,20,13962000,10764000,0.297
12/9/20,Felix Industries Ltd.,35.1,33.45,1.65,4.93,8000,4000,1
12/9/20,Fineotex Chemical,45.75,43.1,2.65,6.15,1257000,416000,2.0191
12/9/20,Firstsource Solutions Ltd.,76.45,74.05,2.4,3.24,3366000,1780000,0.8913
12/9/20,Flexituff Ventures International Ltd.,16.55,15.8,0.75,4.75,17326,7137,1.4276
12/9/20,Future Consumer Ltd.,8.75,8.35,0.4,4.79,7093000,5227000,0.3569
12/9/20,Future Enterprises Ltd.,11.7,11.15,0.55,4.93,2510000,1006000,1.4938
12/9/20,Future Enterprises Ltd.,15.1,14.4,0.7,4.86,132000,50770,1.6186
12/9/20,Future Lifestyle Fashions Ltd.,90.35,86.05,4.3,5,1026000,230000,3.4491
12/9/20,Future Market Networks,18.55,16.9,1.65,9.76,143000,46765,2.0654
12/9/20,Future Retail Ltd.,80.7,76.9,3.8,4.94,2811000,2369000,0.1868
12/9/20,Future Supply Chain Solutions Ltd.,107.55,102.45,5.1,4.98,118000,102000,0.1522
12/9/20,Gabriel India Ltd.,117.85,109.6,8.25,7.53,2026000,281000,6.2035
12/9/20,Gammon Infrastructure Projects Ltd.,0.95,0.8,0.15,18.75,8307000,4100000,1.0258
12/9/20,Ganges Securities Ltd.,58.05,55.25,2.8,5.07,21836,4359,4.0094
12/9/20,Gateway Distriparks Ltd.,113.2,112,1.2,1.07,132000,99688,0.3308
12/9/20,GeeCee Ventures,82.65,79.15,3.5,4.42,117000,33533,2.4964
12/9/20,General Insurance Corporation of India Ltd.,145.05,142.65,2.4,1.68,1448000,528000,1.742
12/9/20,Genesys International Corporation Ltd.,57.65,56.8,0.85,1.5,10541,6467,0.63
12/9/20,Gillanders Arbuthnot & Co,38,37.4,0.6,1.6,14408,11788,0.2223
12/9/20,GKW Ltd,504.7,470.15,34.55,7.35,1807,230,6.8565
12/9/20,Globe Textiles India Ltd.,61.9,61,0.9,1.48,52104,17140,2.0399
12/9/20,GMR Infrastructure Ltd.,27.5,26.5,1,3.77,44237000,10632000,3.1607
12/9/20,Godfrey Phillips India Ltd.,1017.2,943.8,73.4,7.78,1056000,131000,7.0586
12/9/20,Goldman Sachs Banking Index Exchange Traded Scheme,308.41,303.45,4.96,1.63,848000,666000,0.2733
12/9/20,Goodluck India Ltd.,49.45,48.55,0.9,1.85,109000,82781,0.3225
12/9/20,Greaves Cotton Ltd.,85.3,83,2.3,2.77,2981000,1776000,0.6783
12/9/20,GTL Infrastructure Ltd.,0.6,0.55,0.05,9.09,163 M,36806000,3.4504
12/9/20,GTN Industries,10.55,10.3,0.25,2.43,16647,7195,1.3137
12/9/20,GTPL Hathway Ltd.,129.85,124.1,5.75,4.63,518000,124000,3.1789
12/9/20,Gujarat Fluorochemicals Ltd.,584.2,564.6,19.6,3.47,182000,59873,2.0493
12/9/20,Gujarat Gas Co. Ltd.,347.65,341.8,5.85,1.71,656000,547000,0.1992
12/9/20,Gujarat Industries Power Co. Ltd.,80.1,77.65,2.45,3.16,1115000,662000,0.6835
12/9/20,Gujarat Mineral Development Corporation Ltd.,51.85,49.4,2.45,4.96,4486000,2086000,1.1504
12/9/20,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,243.25,233.2,10.05,4.31,2077000,1323000,0.5695
12/9/20,Gujarat Raffia Industries Ltd.,14.5,13.85,0.65,4.69,945,727,0.2999
12/9/20,Gujarat State Fertilizers & Chemicals Ltd.,77.2,73.6,3.6,4.89,5793000,1601000,2.6169
12/9/20,Gujarat State Petronet Ltd.,231.8,226.35,5.45,2.41,1432000,562000,1.5464
12/9/20,Gulshan Polyols,83.75,80.3,3.45,4.3,141000,39443,2.5817
12/9/20,GVK Power & Infrastructures Ltd.,3.2,3.05,0.15,4.92,3421000,2187000,0.5646
12/9/20,Gyscoal Alloys,3.3,3.2,0.1,3.12,112000,58178,0.9325
12/9/20,Harrisons Malayalam Ltd.,134.05,121.8,12.25,10.06,1918000,826000,1.3211
12/9/20,Hathway Cable & Datacom Ltd.,35.55,32.35,3.2,9.89,2521000,487000,4.1708
12/9/20,HBL Power Systems Ltd.,26.95,23.25,3.7,15.91,4955000,740000,5.6918
12/9/20,HDFC Mutual Fund - HDFC Banking ETF,304.39,300.65,3.74,1.24,7350,6038,0.2173
12/9/20,HDFC Nifty ETF,1422.95,1408.18,14.77,1.05,665,554,0.2004
12/9/20,Healthcare Global Enterprises Ltd.,155.2,146.4,8.8,6.01,324000,56921,4.6974
12/9/20,Heritage Foods Ltd.,329.5,279.75,49.75,17.78,1459000,57327,24.4507
12/9/20,HFCL Ltd.,22.15,21.3,0.85,3.99,11780000,5236000,1.2499
12/9/20,Hinduja Global Solutions,952.85,917.25,35.6,3.88,27397,14890,0.84
12/9/20,Hindustan Aeronautics Ltd.,878.05,863.5,14.55,1.69,1023000,517000,0.9776
12/9/20,Hindustan Copper Ltd.,46.65,43.25,3.4,7.86,5690000,1762000,2.2292
12/9/20,Hindustan Foods Ltd.,1089.4,976.15,113.25,11.6,64949,29787,1.1804
12/9/20,Hindustan Media Ventures,56.75,54.1,2.65,4.9,177000,83081,1.1386
12/9/20,Hindustan Petroleum Corporation Ltd.,218.3,215.85,2.45,1.14,7972000,5945000,0.341
12/9/20,Hi-Tech Gears Limited,161.8,157.65,4.15,2.63,11363,3293,2.4507
12/9/20,HMT Ltd.,18.45,17.6,0.85,4.83,23071,13774,0.675
12/9/20,Honeywell Automation India Ltd.,31011,30697.3,313.7,1.02,9217,4519,1.0396
12/9/20,HPL Electric & Power,38.9,36.8,2.1,5.71,1128000,827000,0.3637
12/9/20,I T C Ltd.,205.4,202.45,2.95,1.46,39684000,30853000,0.2862
12/9/20,IBMFNIFTY Ltd.,135.88,133.31,2.57,1.93,1904,1607,0.1848
12/9/20,ICICI Securities Ltd.,475.2,460.85,14.35,3.11,2412000,1296000,0.8606
12/9/20,ICICIBANKP Ltd.,167.72,164.85,2.87,1.74,44909,32508,0.3815
12/9/20,IDFC First Bank Ltd.,38.65,37.05,1.6,4.32,41122000,24302000,0.6922
12/9/20,IFB Agro Industries,491.1,478.9,12.2,2.55,29857,15458,0.9315
12/9/20,IFB Industries Ltd.,964.85,915.6,49.25,5.38,209000,172000,0.2169
12/9/20,IFCI Ltd.,9.35,8.05,1.3,16.15,24087000,17085000,0.4098
12/9/20,Igarashi Motors,333.85,330,3.85,1.17,104000,75454,0.3909
