Date,Name,Current Price,Previous,Price Change,Change %,Latest Vol,Prev Vol,Vol Change %
12/4/20,Euro India Fresh Foods Ltd.,92.5,89,3.5,3.93,3200,2400,0.3333
12/4/20,Exide Industries Ltd.,186.85,183.8,3.05,1.66,4448000,2988000,0.4887
12/4/20,FCS Software Solutions Ltd.,0.45,0.4,0.05,12.5,2550000,1656000,0.5392
12/4/20,Felix Industries Ltd.,35.1,33.45,1.65,4.93,8000,4000,1
12/4/20,Finolex Cables Ltd.,341.6,330.1,11.5,3.48,1146000,279000,3.1067
12/4/20,Finolex Industries Ltd.,651.9,627.5,24.4,3.89,258000,50155,4.1507
12/4/20,Gallantt Ispat,33.5,32.8,0.7,2.13,141000,51291,1.7498
12/4/20,Gammon Infrastructure Projects Ltd.,0.6,0.55,0.05,9.09,880000,692000,0.2714
12/4/20,Gayatri Highways Ltd.,0.4,0.35,0.05,14.29,653000,168000,2.8655
12/4/20,GHCL Ltd.,204.6,196.8,7.8,3.96,2831000,1098000,1.5775
12/4/20,Glenmark Pharmaceuticals Ltd.,503.25,487.75,15.5,3.18,3943000,2253000,0.7499
12/4/20,Global Vectra Helicorp,59.4,55.65,3.75,6.74,237000,25553,8.3024
12/4/20,Godawari Power & Ispat,465.15,451.15,14,3.1,313000,199000,0.5778
12/4/20,Godrej Agrovet Ltd.,520.3,513.8,6.5,1.27,114000,90288,0.267
12/4/20,Godrej Properties Ltd.,1200.3,1182.85,17.45,1.48,1194000,493000,1.4204
12/4/20,Goenka Diamond and Jewels,0.9,0.85,0.05,5.88,560000,188000,1.9674
12/4/20,Gokaldas Exports Ltd.,79.85,78.35,1.5,1.91,427000,241000,0.7672
12/4/20,Gokul Agro Resources Ltd.,14.2,13.8,0.4,2.9,114000,94218,0.2138
12/4/20,Golden Tobacco,27.95,26.95,1,3.71,59408,5928,9.0216
12/4/20,Goldman Sachs Banking Index Exchange Traded Scheme,301.92,296.19,5.73,1.93,935000,515000,0.8134
12/4/20,Goldman Sachs Infrastructure ETS,368.33,364.3,4.03,1.11,2748,985,1.7898
12/4/20,Goldman Sachs PSU Bank Exchange Traded Scheme,18.73,18.36,0.37,2.02,716000,479000,0.496
12/4/20,Grand Foundry Ltd.,3.1,2.95,0.15,5.08,7689,5084,0.5124
12/4/20,Grasim Industries Ltd.,931.5,910.05,21.45,2.36,3030000,1988000,0.5242
12/4/20,Great Eastern Shipping Co. Ltd.,283.65,263.55,20.1,7.63,1024000,179000,4.7154
12/4/20,Greenpanel Industries Ltd.,93.5,89.35,4.15,4.64,238000,152000,0.5599
12/4/20,Greenply Industries,120.7,118.25,2.45,2.07,2577000,1895000,0.3599
12/4/20,Grindwell Norton,645.05,632.75,12.3,1.94,134000,44577,2.0223
12/4/20,GTN Industries,10.3,9.85,0.45,4.57,19210,5608,2.4255
12/4/20,Gujarat Raffia Industries Ltd.,14.4,14,0.4,2.86,1727,750,1.3027
12/4/20,GVK Power & Infrastructures Ltd.,2.95,2.9,0.05,1.72,1579000,935000,0.6894
12/4/20,Gyscoal Alloys,3.2,3.05,0.15,4.92,32258,18029,0.7892
12/4/20,H.E.G. Ltd.,837.55,825.5,12.05,1.46,1014000,613000,0.6538
12/4/20,Hathway Cable & Datacom Ltd.,33.3,31.75,1.55,4.88,1681000,371000,3.5264
12/4/20,HDFC Mutual Fund - HDFC Banking ETF,299.42,295.51,3.91,1.32,12926,3060,3.2242
12/4/20,HDFC Nifty ETF,1397.03,1382.84,14.19,1.03,1268,1074,0.1806
12/4/20,HG Infra Engineering Ltd.,222.1,216.55,5.55,2.56,81660,60635,0.3467
12/4/20,Hindalco Industries Ltd.,252.7,242,10.7,4.42,41978000,28072000,0.4954
12/4/20,Hindusthan National Glass and Industries,29.9,28.65,1.25,4.36,96478,10036,8.6132
12/4/20,Hitech Corporation Ltd.,122.5,116.7,5.8,4.97,18319,10171,0.8011
12/4/20,HMT Ltd.,16,15.55,0.45,2.89,12008,8908,0.348
12/4/20,Honda India Power Products Ltd.,1016.6,986.15,30.45,3.09,44339,4562,8.7192
12/4/20,HSIL Ltd.,109,103.8,5.2,5.01,1475000,228000,5.4627
12/4/20,HT Media Ltd.,14.45,13.85,0.6,4.33,302000,147000,1.0442
12/4/20,ICE Make Refrigeration Ltd.,98.15,93.5,4.65,4.97,54167,32292,0.6774
12/4/20,ICICI Bank Ltd.,502.05,481.85,20.2,4.19,39547000,22701000,0.742
12/4/20,ICICI Prudential Bank ETF,299,293.21,5.79,1.97,41697,4500,8.266
12/4/20,ICICIBANKP Ltd.,165.01,161.27,3.74,2.32,149000,80443,0.8627
12/4/20,IL&FS Investment Managers Ltd.,4.65,4.45,0.2,4.49,101000,59856,0.6927
12/4/20,India Glycols Ltd.,299.3,293.75,5.55,1.89,247000,113000,1.1911
12/4/20,Indiabulls Integrated Services Ltd.,65.3,62.2,3.1,4.98,1467000,25801,55.8698
12/4/20,Indian Railway Catering & Tourism Corp Ltd.,1570.6,1378.05,192.55,13.97,10432000,631000,15.5191
12/4/20,Indian Terrain Fashions,35.55,33.4,2.15,6.44,994000,143000,5.9528
12/4/20,Indo Tech Transformers Limited,105.25,101.25,4,3.95,83394,15547,4.364
12/4/20,Indoco Remedies,303.8,289.9,13.9,4.79,837000,682000,0.2279
12/4/20,Indostar Capital Finance Ltd.,356.65,299.2,57.45,19.2,751000,18410,39.794
12/4/20,Ind-Swift,3.9,3.75,0.15,4,20972,13255,0.5822
12/4/20,Ind-Swift Laboratories Ltd.,65.3,64.2,1.1,1.71,113000,91026,0.2495
12/4/20,IndusInd Bank Ltd.,913.65,896.25,17.4,1.94,12658000,9724000,0.3017
12/4/20,Industrial Investment Trust,57.8,56.5,1.3,2.3,2902,830,2.4964
12/4/20,INEOS Styrolution India Ltd.,779.6,751.1,28.5,3.79,97860,51226,0.9104
12/4/20,Innovana Thinklabs Ltd.,78.6,74.9,3.7,4.94,7000,2000,2.5
12/4/20,Integra Garments And Textiles Ltd.,1.1,1.05,0.05,4.76,6978,2127,2.2807
12/4/20,Interglobe Aviation,1744.8,1644.05,100.75,6.13,4860000,2060000,1.3589
12/4/20,Intrasoft Technologies,64.25,62.15,2.1,3.38,24855,17207,0.4445
12/4/20,Inventure Growth and Securities,23.5,23,0.5,2.17,37658,27968,0.3465
12/4/20,IRB Infrastructure Developers Ltd.,119.3,117.8,1.5,1.27,696000,382000,0.8194
12/4/20,IRIS Clothings Ltd.,39,37.4,1.6,4.28,285000,28000,9.2
12/4/20,ISMT Limited,12.3,11.75,0.55,4.68,213000,26989,6.9075
12/4/20,IVP Ltd,70.25,67,3.25,4.85,7526,3783,0.9894
12/4/20,J Kumar Infraprojects,139,131.85,7.15,5.42,674000,307000,1.1914
12/4/20,Jain Studio,1.55,1.5,0.05,3.33,18135,1002,17.0988
12/4/20,Jaiprakash Power Ventures Ltd.,2.65,2.45,0.2,8.16,33045000,17449000,0.8937
12/4/20,Jash Engineering Ltd.,220.45,212.15,8.3,3.91,14235,8689,0.6383
12/4/20,JBM Auto,291.7,278.85,12.85,4.61,105000,45333,1.3339
12/4/20,JINDAL PHOTO LTD.,18.35,15.3,3.05,19.93,177000,28398,5.2426
12/4/20,Jindal Poly Investment and Finance Company,15.4,14.75,0.65,4.41,11411,2775,3.1121
12/4/20,Jindal Steel & Power Ltd.,267.3,263.15,4.15,1.58,17365000,11854000,0.4649
12/4/20,JITF Infralogistics Ltd.,9,8.6,0.4,4.65,21034,11755,0.7894
12/4/20,JK Cement Limited,2165.65,2090.3,75.35,3.6,208000,87697,1.3788
12/4/20,JM Financial Ltd.,84.7,82.45,2.25,2.73,4043000,1610000,1.511
12/4/20,JMC Projects (India),75,64.35,10.65,16.55,3859000,867000,3.4499
12/4/20,JTEKT India Ltd.,86.3,79.65,6.65,8.35,1843000,305000,5.0378
12/4/20,Jullundur Motor Agency Delhi,32.3,31.75,0.55,1.73,70000,16689,3.1944
12/4/20,Kalpataru Power Transmission Ltd.,338.6,324.8,13.8,4.25,488000,289000,0.6863
12/4/20,Kalpatarus Hospitality & Facility Mgt. Ser. Ltd.,28.5,26.95,1.55,5.75,33000,9000,2.6667
12/4/20,Kanani Industries,3.7,3.55,0.15,4.23,9408,6285,0.4969
12/4/20,Kansai Nerolac Paints Ltd.,563.8,546.25,17.55,3.21,631000,398000,0.5875
12/4/20,Kaya,293.95,267.25,26.7,9.99,130000,51054,1.5492
12/4/20,KCP Ltd.,76.05,72.65,3.4,4.68,3188000,652000,3.8871
12/4/20,KEI Industries Ltd.,430.15,424.2,5.95,1.4,151000,115000,0.3128
12/4/20,Kellton Tech Solutions Ltd.,56.3,53.65,2.65,4.94,2915000,316000,8.2182
12/4/20,Kernex Microsystems (India),23.05,22.5,0.55,2.44,11019,781,13.1088
12/4/20,KIOCL Ltd.,123.9,118,5.9,5,250000,147000,0.7013
12/4/20,Kirloskar Electric Company Limited,15.7,14.3,1.4,9.79,698000,262000,1.6614
12/4/20,KNR Constructions,313.95,301.55,12.4,4.11,1016000,730000,0.3915
12/4/20,Kohinoor Foods Ltd.,8.4,8.15,0.25,3.07,26086,16403,0.5903
12/4/20,Kokuyo Camlin,66.35,63.65,2.7,4.24,850000,179000,3.7317
12/4/20,Kotak Mahindra MF - Kotak Banking ETF - Div,303.44,297.34,6.1,2.05,86480,16306,4.3036
12/4/20,Kotak NV 20 ETF - Regular Plan,68.46,67.11,1.35,2.01,9784,5390,0.8152
12/4/20,Kridhan Infra Ltd.,3.4,3.1,0.3,9.68,138000,113000,0.2231
12/4/20,Krishana Phoschem Ltd.,75.85,72.8,3.05,4.19,4083,348,10.7328
12/4/20,KSB Ltd.,578.1,565.15,12.95,2.29,109000,25860,3.2524
12/4/20,L&T Technology Services,1802.3,1772.7,29.6,1.67,124000,106000,0.1757
12/4/20,Lakshmi Machine Works Ltd.,4675.9,4468.9,207,4.63,27462,19769,0.3891
12/4/20,Lakshmi Vilas Bank Ltd.,7.65,7.3,0.35,4.79,43827000,1515000,27.9215
12/4/20,Lambodhara Textile,34.15,32.4,1.75,5.4,98771,32109,2.0761
12/4/20,Larsen & Toubro Ltd.,1149.5,1125.15,24.35,2.16,6542000,4087000,0.6007
12/4/20,Laurus Labs Ltd.,331.65,319.85,11.8,3.69,5409000,1982000,1.7293
12/4/20,Laxmi Cotspin Ltd.,10.25,9,1.25,13.89,18000,6000,2
12/4/20,LG Balakrishnan and Brothers,266.45,263.8,2.65,1,182000,123000,0.4817
12/4/20,LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SE,465.1,460,5.1,1.11,63,20,2.15
12/4/20,Lokesh Machines,27.1,24.95,2.15,8.62,256000,51344,3.9989
12/4/20,Lovable Lingerie,98.95,85.75,13.2,15.39,1496000,679000,1.2022
12/4/20,Lupin Ltd.,933.3,915.45,17.85,1.95,4166000,1692000,1.4621
12/4/20,Lypsa Gems and Jewellery,3.7,3.4,0.3,8.82,119000,70478,0.6947
12/4/20,Macpower CNC Machines Ltd.,66.15,63.9,2.25,3.52,13250,8346,0.5876
12/4/20,Madhya Pradesh Today Media Ltd.,11.3,10.8,0.5,4.63,6000,4000,0.5
12/4/20,Maheshwari Logistics Ltd.,83.65,82.4,1.25,1.52,16755,7757,1.16
12/4/20,Mahickra Chemicals Ltd.,81.9,80,1.9,2.38,3000,1500,1
12/4/20,Manugraph Industries,10.55,10.1,0.45,4.46,12053,6038,0.9962
12/4/20,Maral Overseas,20.3,18.2,2.1,11.54,161000,11571,12.9285
12/4/20,Marshall Machines Ltd.,8.95,8.55,0.4,4.68,48000,3000,15
12/4/20,Matrimony.com Ltd.,872.85,793.5,79.35,10,104000,80245,0.2963
12/4/20,Max Healthcare Institute Ltd.,139.4,128.15,11.25,8.78,1592000,311000,4.1167
12/4/20,Mayur Uniquoters Ltd.,290.7,277.8,12.9,4.64,160000,110000,0.4446
12/4/20,Mcnally Bharat Engineering,6.15,5.95,0.2,3.36,289000,11089,25.1418
12/4/20,Minda Corporation,84.45,82.15,2.3,2.8,1957000,733000,1.6669
12/4/20,Minda Industries,393.05,388.55,4.5,1.16,457000,66975,5.8264
12/4/20,MM Forgings,435.8,424.8,11,2.59,117000,27419,3.2927
12/4/20,Modi Rubber Ltd.,35.25,34.7,0.55,1.59,2158,375,4.7547
12/4/20,Mohini Health & Hygiene Ltd.,18.55,17.7,0.85,4.8,21000,3000,6
12/4/20,Mold Tek Technologies,50.05,49.3,0.75,1.52,36402,24567,0.4817
12/4/20,Morarjee Textiles,10.85,10.3,0.55,5.34,26795,10852,1.4691
12/4/20,Morepen Laboratories Ltd.,33.2,30.35,2.85,9.39,14938000,7238000,1.0639
12/4/20,Motherson Sumi Systems Ltd.,158.85,156.5,2.35,1.5,17100000,12050000,0.4191
12/4/20,Motilal Oswal Financial Services Ltd.,646.35,615.85,30.5,4.95,353000,86808,3.0755
12/4/20,Motilal Oswal MOSt Shares Midcap 100 ETF,21.11,20.85,0.26,1.25,178000,122000,0.4635
12/4/20,MPS Ltd,375.85,367.4,8.45,2.3,13279,9148,0.4516
12/4/20,Mukand,53.5,52.3,1.2,2.29,75235,55038,0.367
12/4/20,Nahar Capital and Financial Services,75.5,72.05,3.45,4.79,42663,8658,3.9276
12/4/20,Nahar Industrial Enterprises Ltd.,30.45,29.1,1.35,4.64,48910,13752,2.5566
12/4/20,Nahar Spinning Mills Ltd.,55.45,50.85,4.6,9.05,208000,47920,3.3429
12/4/20,NaMEP Infrastructure Developers Ltd.,15.4,14,1.4,10,319000,223000,0.4328
12/4/20,National Fertilizers Ltd.,36.95,36.25,0.7,1.93,1476000,623000,1.3675
12/4/20,NCC Ltd.,51.65,47.9,3.75,7.83,27789000,12111000,1.2945
12/4/20,NCL Industries,151.65,144,7.65,5.31,2605000,280000,8.3032
12/4/20,Nesco Ltd,575.45,538.5,36.95,6.86,382000,70467,4.4349
12/4/20,Neuland Laboratories,1119.5,1093.3,26.2,2.4,174000,89041,0.9652
12/4/20,Nila Infrastructures Ltd.,5.25,5.1,0.15,2.94,1007000,606000,0.6606
12/4/20,Nippon India ETF Consumption,59.86,58.52,1.34,2.29,24507,4076,5.0125
12/4/20,Niraj Cement Structurals Ltd.,50.7,50,0.7,1.4,17141,3228,4.3101
12/4/20,Nitco,26.25,25,1.25,5,438000,83256,4.27
12/4/20,Nitin Fire Protection Industries Ltd.,0.5,0.45,0.05,11.11,182000,152000,0.1961
12/4/20,Nitin Spinners,61.45,59.05,2.4,4.06,83275,24840,2.3525
12/4/20,Noida-Toll Bridge Co. Ltd.,6.7,6.45,0.25,3.88,168000,101000,0.6648
12/4/20,North Eastern Carrying Corporation Ltd.,9.45,9.3,0.15,1.61,59391,22224,1.6724
12/4/20,OCL Iron and Steel,3,2.9,0.1,3.45,22284,6339,2.5154
12/4/20,Oil Country Tubular,5.35,5.1,0.25,4.9,23426,19858,0.1797
12/4/20,Oil India Ltd.,107.1,104.3,2.8,2.68,3085000,1402000,1.1993
12/4/20,Olectra Greentech Ltd.,107.15,89.3,17.85,19.99,2860000,1346000,1.1244
12/4/20,Omaxe Ltd.,75,71.45,3.55,4.97,126000,108000,0.1608
12/4/20,Orient Bell,142.65,139,3.65,2.63,48910,26286,0.8607
12/4/20,Oriental Carbon & Chemicals Ltd,890.55,868.9,21.65,2.49,11932,3091,2.8602
12/4/20,Page Industries,24013.3,23231.2,782.1,3.37,46292,38313,0.2083
12/4/20,Par Drugs & Chemicals Ltd.,72.25,68.55,3.7,5.4,14000,4000,2.5
12/4/20,Parag Milk Foods Ltd.,121.65,116.25,5.4,4.65,2457000,1703000,0.4427
12/4/20,Parsvnath Developer Ltd.,4.3,4.1,0.2,4.88,92176,59900,0.5388
12/4/20,Patel Engineering Ltd.,13.45,12.95,0.5,3.86,1616000,845000,0.9113
12/4/20,Pearl Global Industries,180.7,170.5,10.2,5.98,26047,3765,5.9182
12/4/20,Penta Gold Ltd.,31.8,30.5,1.3,4.26,9000,3000,2
12/4/20,Petronet LNG Ltd.,262.05,256.05,6,2.34,10639000,5575000,0.9084
12/4/20,PI Industries Limited,2369.75,2333.5,36.25,1.55,505000,433000,0.165
12/4/20,Pitti Engineering Ltd.,49.85,46.25,3.6,7.78,345000,218000,0.5821
12/4/20,PNC Infratech Ltd.,183.15,179.25,3.9,2.18,941000,645000,0.4591
12/4/20,Poddar Housing and Development Ltd.,185.45,178.95,6.5,3.63,9586,5292,0.8114
12/4/20,Poddar Pigments Ltd.,191.9,187.55,4.35,2.32,18345,9355,0.961
12/4/20,Polycab India Ltd.,1000.6,978.95,21.65,2.21,1954000,1590000,0.2289
12/4/20,Power Mech Projects Ltd.,436.25,427.3,8.95,2.09,129000,50841,1.5388
12/4/20,Praj Industries Ltd.,99,94.85,4.15,4.38,3200000,1769000,0.809
12/4/20,Prajay Engineers Syndicate,7.15,6.85,0.3,4.38,119000,11318,9.577
12/4/20,Prakash Pipes Ltd.,103.2,97.45,5.75,5.9,930000,641000,0.4498
12/4/20,Precision Camshafts Ltd.,48.1,46.4,1.7,3.66,397000,260000,0.5257
12/4/20,Prism Johnson Ltd.,87.8,82.65,5.15,6.23,1422000,712000,0.9968
12/4/20,Proseed India Ltd.,0.4,0.35,0.05,14.29,291000,54838,4.3197
12/4/20,PTL Enterprises,43.1,42.4,0.7,1.65,107000,53794,1.003
12/4/20,Punjab & Sind Bank,13.95,13.75,0.2,1.45,1287000,951000,0.3533
12/4/20,Radico Khaitan Ltd,473.65,464.4,9.25,1.99,933000,642000,0.4536
12/4/20,Raj Television Network Ltd.,35.4,35,0.4,1.14,3708,1694,1.1889
12/4/20,Rallis India Ltd.,289.6,286.55,3.05,1.06,461000,261000,0.7642
12/4/20,Ramco Systems Ltd.,482.8,459.85,22.95,4.99,487000,202000,1.4054
12/4/20,Ramky Infrastructure,42.3,35.25,7.05,20,1026000,81398,11.6098
12/4/20,Rane Engine Valves,222.1,218.6,3.5,1.6,8855,5050,0.7535
12/4/20,Rashtriya Chemicals & Fertilizers Ltd.,49.85,49.05,0.8,1.63,2420000,1606000,0.5062
12/4/20,Raymond Ltd.,332.95,325.4,7.55,2.32,3080000,1119000,1.752
12/4/20,RBL Bank,237.2,231.8,5.4,2.33,23190000,18420000,0.259
12/4/20,Refex Industries,116.85,111.3,5.55,4.99,1138000,765000,0.4869
12/4/20,Reliance Home Finance Ltd.,2.1,2,0.1,5,2038000,1395000,0.4603
12/4/20,Reliance Power Ltd.,3.35,3.2,0.15,4.69,10838000,7223000,0.5004
12/4/20,Repco Home Finance Ltd.,261.8,258.5,3.3,1.28,308000,244000,0.265
12/4/20,Rico Auto Industries Ltd.,36.7,35.65,1.05,2.95,3044000,2560000,0.1892
12/4/20,Rites Ltd.,272.05,258.3,13.75,5.32,2488000,704000,2.5298
12/4/20,Rolta India Ltd.,5.65,5.4,0.25,4.63,213000,156000,0.3671
12/4/20,Route Mobile Ltd.,1216.8,1158.9,57.9,5,831000,510000,0.6307
12/4/20,RPP Infra Projects,52.3,44.8,7.5,16.74,717000,126000,4.6677
12/4/20,Rupa and Company,228.95,226.4,2.55,1.13,121000,66473,0.8265
12/4/20,S H Kelkar & Company Ltd.,136.6,134.9,1.7,1.26,729000,397000,0.8351
12/4/20,SAB Events & Governance Now Media Ltd.,1.45,1.4,0.05,3.57,10819,1213,7.9192
12/4/20,Sadbhav Infrastructure Projects Ltd.,22.3,18.95,3.35,17.68,4009000,1532000,1.6166
12/4/20,Sakuma Exports,5.7,5.2,0.5,9.62,909000,202000,3.4843
12/4/20,Salona Cotspin Ltd.,65,64,1,1.56,1120,463,1.419
12/4/20,Sanghvi Forging and Engineering,24.5,24.05,0.45,1.87,7345,5929,0.2388
12/4/20,SANGHVI MOV,110.05,107.75,2.3,2.13,171000,118000,0.4466
12/4/20,Saregama India Ltd,762.45,748.1,14.35,1.92,45640,33965,0.3437
12/4/20,Satia Industries Ltd.,97.05,96.05,1,1.04,509000,118000,3.2863
12/4/20,Satin Creditcare Network Ltd.,75.8,72.2,3.6,4.99,345000,214000,0.609
12/4/20,SBI ETF Banking,299.87,294.04,5.83,1.98,99300,32160,2.0877
12/4/20,Selan Exploration Technology Ltd.,130.65,126.5,4.15,3.28,193000,133000,0.4547
12/4/20,Setco Automotive,12.35,11.8,0.55,4.66,182000,132000,0.3757
12/4/20,Shah Alloys,10.2,9.8,0.4,4.08,11413,4772,1.3917
12/4/20,Shakti Pumps (India),277.6,264.4,13.2,4.99,111000,83315,0.3398
12/4/20,Shanthi Gears Ltd.,120,116.2,3.8,3.27,419000,256000,0.6329
12/4/20,Shanti Overseas (India) Ltd.,23,22.55,0.45,2,67500,45000,0.5
12/4/20,Sharda Motor Industries Ltd.,1657.85,1570.75,87.1,5.55,15465,5805,1.6641
12/4/20,Shemaroo Entertainment,69.05,65.9,3.15,4.78,366000,85812,3.2713
12/4/20,Shipping Corporation of India Ltd.,64.55,60.9,3.65,5.99,9721000,6144000,0.5821
12/4/20,Shree Rama Multi Tech,7.4,7.05,0.35,4.96,47676,31899,0.4946
12/4/20,Sical Logistics Ltd.,10.05,9.65,0.4,4.15,725000,211000,2.4297
12/4/20,Sintercom India Ltd.,74.65,72.15,2.5,3.47,11532,6597,0.7481
12/4/20,Siyaram Silk Mills,173.4,171.2,2.2,1.29,376000,105000,2.5778
12/4/20,Sobha Ltd.,325.65,320.9,4.75,1.48,744000,234000,2.1776
12/4/20,Solara Active Pharma Sciences Ltd.,1277,1199.85,77.15,6.43,270000,118000,1.2916
12/4/20,Som Distilleries and Breweries,30.55,27.9,2.65,9.5,727000,597000,0.2176
12/4/20,Soma Textiles and Industries,3.45,3.25,0.2,6.15,55362,16554,2.3443
12/4/20,Somany Ceramics,299.9,291.7,8.2,2.81,159000,120000,0.3322
12/4/20,Somi Conveyor Beltings,22.3,21.95,0.35,1.59,10666,6891,0.5478
12/4/20,Sonam Clock Ltd.,61.2,60.3,0.9,1.49,12000,6000,1
12/4/20,SORIL Infra Resources Ltd.,83,80.5,2.5,3.11,360000,131000,1.7498
12/4/20,South West Pinnacle Exploration Ltd.,35.05,33.5,1.55,4.63,37101,24107,0.539
12/4/20,SOVEREIGN GOLD BONDS 2.50% JAN2028 SR-VIII 2019-20 Ltd.,4761.18,4685.09,76.09,1.62,36,12,2
12/4/20,Sovereign Gold Bonds 2.50% Mar 2025 Tr-VII Ltd.,4799.6,4729.24,70.36,1.49,61,42,0.4524
12/4/20,Spicejet Ltd.,89.35,81.1,8.25,10.17,35616000,13967000,1.5499
12/4/20,Star Cement Ltd.,95.65,90.85,4.8,5.28,2636000,264000,8.9655
12/4/20,Steel Authority of India Ltd.,54.9,54.25,0.65,1.2,65064000,44663000,0.4568
12/4/20,Sterlite Technologies Ltd.,164.1,158.95,5.15,3.24,1589000,503000,2.1586
12/4/20,Strides Arcolab Ltd.,799.25,768.5,30.75,4,797000,391000,1.0365
12/4/20,Subex Ltd.,16.95,16.35,0.6,3.67,15329000,11657000,0.315
12/4/20,Sumeet Industries,2.15,2.05,0.1,4.88,136000,79957,0.708
12/4/20,Sumit Woods Ltd.,9.2,8.55,0.65,7.6,236000,104000,1.2675
12/4/20,Sumitomo Chemical India Ltd.,306.55,292.1,14.45,4.95,3059000,713000,3.289
12/4/20,Sun Pharma Advanced Resea,191.95,186.35,5.6,3.01,2906000,938000,2.0957
12/4/20,Sun Pharmaceutical Industries Ltd.,569.05,548.25,20.8,3.79,16177000,9345000,0.7311
12/4/20,Sundaram Multi Pap,1.6,1.55,0.05,3.23,197000,127000,0.546
12/4/20,Sunteck Realty Ltd.,328.35,322.5,5.85,1.81,759000,548000,0.3854
12/4/20,Super Spinning Mills,5.4,5.15,0.25,4.85,46241,16476,1.8066
12/4/20,Superhouse,114.95,107.35,7.6,7.08,142000,22146,5.4161
12/4/20,Supreme Engineering Ltd.,25.45,24.9,0.55,2.21,291000,40000,6.2878
12/4/20,Supreme Petrochem Ltd.,369.5,355.65,13.85,3.89,204000,81808,1.4953
12/4/20,Sutlej Textiles and Industries,33.05,30.85,2.2,7.13,517000,210000,1.4645
12/4/20,Syncom Healthcare Ltd.,1.85,1.8,0.05,2.78,44266,18675,1.3703
12/4/20,Tanla Platforms Ltd.,744.6,709.15,35.45,5,2126000,333000,5.3762
12/4/20,Tara Chand Logistic Solutions Ltd.,31,29.95,1.05,3.51,4000,2000,1
12/4/20,Tarmat,40.5,39.65,0.85,2.14,317000,48536,5.5412
12/4/20,Tata Power Co. Ltd.,71.65,69.25,2.4,3.47,97738000,37361000,1.616
12/4/20,Tata Teleservices (Maharashtra) Ltd.,7.55,7.2,0.35,4.86,1863000,662000,1.8129
12/4/20,TD Power Systems,130.85,126.25,4.6,3.64,103000,47015,1.2105
12/4/20,Techindia Nirman Ltd.,2.75,2.7,0.05,1.85,1533,505,2.0356
12/4/20,Tejas Networks Ltd.,124.85,118.95,5.9,4.96,2305000,648000,2.5522
12/4/20,Tera Software Ltd.,30.3,30,0.3,1,35057,19602,0.7884
12/4/20,The Paper Products Limited,8,7.5,0.5,6.67,667000,498000,0.338
12/4/20,Themis Medicare,390.6,363.95,26.65,7.32,145000,14061,9.3745
12/4/20,Thomas Scott India,6.05,5.8,0.25,4.31,2464,500,3.928
12/4/20,Tijaria Polypipes,7.5,7.25,0.25,3.45,18345,6110,2.0025
12/4/20,Tilak Nagar Industries Ltd.,21.35,19.45,1.9,9.77,980000,309000,2.1722
12/4/20,Touchwood Entertainment Ltd.,49.05,48.5,0.55,1.13,3227,1327,1.4318
12/4/20,Transformers and Rectifiers India,18.35,17.35,1,5.76,6435000,361000,16.7881
12/4/20,Transport Corporation of India Ltd.,261.3,255.3,6,2.35,65418,34788,0.8805
12/4/20,Tribhovandas Bhimji Zaveri,48.4,46.55,1.85,3.97,2094000,704000,1.9723
12/4/20,Ucal Fuel Systems Ltd,133.2,127.25,5.95,4.68,217000,44453,3.8922
12/4/20,UFO Moviez India Ltd.,82.2,79.55,2.65,3.33,417000,241000,0.7258
12/4/20,Ujaas Energy,3.05,3,0.05,1.67,1512000,1081000,0.3978
12/4/20,Ultra Wiring Connectivity Systems Ltd.,26.1,25.7,0.4,1.56,8000,4000,1
12/4/20,UltraTech Cement Ltd.,5091.4,4893.5,197.9,4.04,2996000,740000,3.0476
12/4/20,Unichem Laboratories Ltd.,260.9,255.9,5,1.95,98696,42116,1.3434
12/4/20,United Breweries Ltd.,1091.65,1070,21.65,2.02,750000,369000,1.0301
12/4/20,Univastu India Ltd.,32.15,31.4,0.75,2.39,2706,524,4.1641
12/4/20,Urja Global Ltd.,4.1,3.95,0.15,3.8,1087000,547000,0.9841
12/4/20,Usha Martin Education and Solutions,1.3,1.25,0.05,4,9500,4229,1.2464
12/4/20,Ushanti Colour Chem Ltd.,34,30,4,13.33,8000,2000,3
12/4/20,Vardhman Acrylics,32.65,31.45,1.2,3.82,343000,57242,5.0025
12/4/20,Vardhman Textiles Ltd.,922.15,893.4,28.75,3.22,202000,120000,0.68
12/4/20,Vasa Retail and Overseas Ltd.,5.65,5.4,0.25,4.63,16000,8000,1
12/4/20,Vaswani Industries,4.9,4.75,0.15,3.16,12917,6041,1.1382
12/4/20,Videocon Industries Ltd.,7.2,6.9,0.3,4.35,215000,83773,1.5778
12/4/20,Vidhi Specialty Food Ingredients Ltd.,122.05,117.25,4.8,4.09,277000,116000,1.3893
12/4/20,Viji Finance,0.5,0.45,0.05,11.11,439000,133000,2.2961
12/4/20,Vikas Proppant & Granite Ltd.,2.9,2.8,0.1,3.57,214000,149000,0.4365
12/4/20,Vikas WSP Ltd.,5.55,5.25,0.3,5.71,1516000,509000,1.9749
12/4/20,Visa Steel Ltd.,6.45,6.3,0.15,2.38,43571,21240,1.0514
12/4/20,VRL Logistics Ltd.,186.8,184.2,2.6,1.41,698000,431000,0.6178
